score_id,student_id,course_id,exam_type_id,exam_name,exam_date,score,score_level,ranking,teacher_id,comments,difficulty,completion_status
7901,180,7,1,历史期中考试,2025-07-31,52.7,E,422.0,4,历史期中考试表现E级,简单,部分未完成
7902,180,7,2,历史期末考试,2025-05-25,96.8,A,113.0,4,历史期末考试表现A级,中等,完整
7903,180,7,3,历史月考,2024-02-15,83.3,B,17.0,6,历史月考表现B级,简单,完整
7904,180,7,4,历史单元测试,2024-11-01,64.8,D,478.0,4,,中等,全部完成
7905,180,8,1,地理期中考试,2024-09-30,78.8,C,80.0,10,地理期中考试表现C级,简单,完整
7906,180,8,2,地理期末考试,2025-06-13,79.9,D,248.0,2,,简单,完整
7907,180,8,3,地理月考,2024-12-14,80.8,B,353.0,1,地理月考表现B级,中等,部分未完成
7908,180,8,4,地理单元测试,2025-01-05,71.4,C,336.0,4,地理单元测试表现C级,简单,全部完成
7909,180,9,1,政治期中考试,2025-10-26,91.1,A,136.0,2,政治期中考试表现A级,中等,完整
7910,180,9,2,政治期末考试,2025-07-18,70.8,C,,2,政治期末考试表现C级,困难,完整
7911,180,9,3,政治月考,2025-02-06,75.4,C,65.0,7,政治月考表现C级,简单,完整
7912,180,9,4,政治单元测试,2024-01-27,57.3,E,126.0,5,政治单元测试表现E级,困难,部分未完成
7913,180,10,1,体育期中考试,2025-06-14,68.2,D,147.0,10,体育期中考试表现D级,中等,部分未完成
7914,180,10,2,体育期末考试,2025-08-08,87.5,B,175.0,1,体育期末考试表现B级,中等,完整
7915,180,10,3,体育月考,2024-08-27,97.6,A,59.0,2,体育月考表现A级,中等,完整
7916,180,10,4,体育单元测试,2024-01-25,95.9,A,417.0,1,体育单元测试表现A级,中等,完整
7917,180,13,1,信息技术期中考试,2024-11-04,64.7,D,498.0,8,信息技术期中考试表现D级,简单,完整
7918,180,13,2,信息技术期末考试,2025-08-21,91.4,A,302.0,4,信息技术期末考试表现A级,简单,完整
7919,180,13,3,信息技术月考,2025-03-14,92.7,A,413.0,3,信息技术月考表现A级,中等,完整
7920,180,13,4,信息技术单元测试,2024-03-21,83.4,B,85.0,6,信息技术单元测试表现B级,中等,完整
7921,181,1,1,语文期中考试,2025-03-29,50.1,E,279.0,3,语文期中考试表现E级,中等,完整
7922,181,1,2,语文期末考试,2024-12-16,85.6,B,340.0,4,语文期末考试表现B级,中等,全部完成
7923,181,1,3,语文月考,2024-04-23,59.2,C,79.0,10,语文月考表现C级,简单,完整
7924,181,1,4,语文单元测试,2024-07-11,97.1,A,50.0,9,语文单元测试表现A级,简单,完整
7925,181,2,1,数学期中考试,2025-12-29,49.1,E,156.0,9,数学期中考试表现E级,中等,完整
7926,181,2,2,数学期末考试,2024-04-13,70.5,C,,6,数学期末考试表现C级,中等,完整
7927,181,2,3,数学月考,2025-07-22,80.1,B,120.0,5,数学月考表现B级,简单,完整
7928,181,2,4,数学单元测试,2024-10-18,92.0,A,288.0,10,数学单元测试表现A级,简单,完整
7929,181,3,1,英语期中考试,2024-08-01,86.6,B,448.0,5,英语期中考试表现B级,困难,完整
7930,181,3,2,英语期末考试,2024-08-01,51.9,E,247.0,3,英语期末考试表现E级,简单,全部完成
7931,181,3,3,英语月考,2025-01-17,94.7,A,367.0,3,英语月考表现A级,中等,完整
7932,181,3,4,英语单元测试,2024-09-13,59.1,B,426.0,3,英语单元测试表现B级,困难,完整
7933,181,4,1,物理期中考试,2025-10-08,84.9,B,388.0,9,物理期中考试表现B级,中等,完整
7934,181,4,2,物理期末考试,2024-11-20,82.0,B,60.0,1,物理期末考试表现B级,中等,完整
7935,181,4,3,物理月考,2025-03-29,76.0,C,240.0,2,物理月考表现C级,中等,完整
7936,181,4,4,物理单元测试,2025-08-10,64.5,D,179.0,8,物理单元测试表现D级,中等,全部完成
7937,181,5,1,化学期中考试,2024-08-29,58.6,E,76.0,1,化学期中考试表现E级,中等,完整
7938,181,5,2,化学期末考试,2025-12-30,90.3,A,149.0,7,化学期末考试表现A级,简单,部分未完成
7939,181,5,3,化学月考,2024-01-03,93.3,A,343.0,4,化学月考表现A级,中等,全部完成
7940,181,5,4,化学单元测试,2024-08-10,71.1,C,213.0,3,化学单元测试表现C级,中等,部分未完成
7941,181,6,1,生物期中考试,2024-05-17,79.6,D,107.0,10,,中等,全部完成
7942,181,6,2,生物期末考试,2024-09-10,77.3,C,22.0,10,生物期末考试表现C级,简单,完整
7943,181,6,3,生物月考,2025-02-05,75.1,C,142.0,3,生物月考表现C级,中等,全部完成
7944,181,6,4,生物单元测试,2025-11-17,78.8,C,123.0,6,生物单元测试表现C级,困难,部分未完成
7945,181,7,1,历史期中考试,2025-08-10,84.8,B,474.0,6,历史期中考试表现B级,中等,全部完成
7946,181,7,2,历史期末考试,2024-04-07,53.8,E,353.0,2,历史期末考试表现E级,简单,完整
7947,181,7,3,历史月考,2024-08-29,47.3,E,188.0,2,历史月考表现E级,简单,完整
7948,181,7,4,历史单元测试,2024-03-20,64.4,D,378.0,3,历史单元测试表现D级,困难,部分未完成
7949,181,8,1,地理期中考试,2025-07-19,67.2,D,382.0,9,地理期中考试表现D级,中等,完整
7950,181,8,2,地理期末考试,2025-12-26,96.4,A,67.0,4,地理期末考试表现A级,简单,全部完成
7951,181,8,3,地理月考,2024-09-24,67.5,D,295.0,10,地理月考表现D级,中等,完整
7952,181,8,4,地理单元测试,2025-01-10,63.7,D,,4,地理单元测试表现D级,困难,部分未完成
7953,181,9,1,政治期中考试,2025-01-07,84.1,B,273.0,7,政治期中考试表现B级,中等,部分未完成
7954,181,9,2,政治期末考试,2025-11-05,48.9,E,,2,政治期末考试表现E级,困难,完整
7955,181,9,3,政治月考,2025-10-26,48.0,E,155.0,6,政治月考表现E级,中等,全部完成
7956,181,9,4,政治单元测试,2025-04-15,58.2,E,85.0,6,政治单元测试表现E级,简单,完整
7957,181,10,1,体育期中考试,2024-11-22,52.0,E,156.0,3,体育期中考试表现E级,中等,全部完成
7958,181,10,2,体育期末考试,2024-02-08,95.4,A,488.0,6,体育期末考试表现A级,中等,部分未完成
7959,181,10,3,体育月考,2024-09-29,67.0,D,194.0,2,体育月考表现D级,中等,完整
7960,181,10,4,体育单元测试,2024-10-30,94.3,A,72.0,2,体育单元测试表现A级,简单,全部完成
7961,181,13,1,信息技术期中考试,2024-09-07,91.5,A,135.0,5,信息技术期中考试表现A级,中等,全部完成
7962,181,13,2,信息技术期末考试,2025-03-20,91.3,A,390.0,2,信息技术期末考试表现A级,中等,部分未完成
7963,181,13,3,信息技术月考,2024-12-12,74.1,C,441.0,8,信息技术月考表现C级,中等,完整
7964,181,13,4,信息技术单元测试,2024-12-09,51.0,E,418.0,10,信息技术单元测试表现E级,简单,完整
7965,182,1,1,语文期中考试,2025-07-23,70.7,C,77.0,4,语文期中考试表现C级,简单,完整
7966,182,1,2,语文期末考试,2025-06-22,70.3,C,240.0,4,语文期末考试表现C级,中等,完整
7967,182,1,3,语文月考,2025-04-27,50.8,E,496.0,7,语文月考表现E级,中等,全部完成
7968,182,1,4,语文单元测试,2025-08-20,84.0,B,219.0,8,语文单元测试表现B级,困难,完整
7969,182,2,1,数学期中考试,2025-10-11,78.7,C,304.0,5,,困难,全部完成
7970,182,2,2,数学期末考试,2025-05-20,58.9,E,,5,数学期末考试表现E级,简单,部分未完成
7971,182,2,3,数学月考,2024-10-25,92.1,A,188.0,6,数学月考表现A级,困难,全部完成
7972,182,2,4,数学单元测试,2025-09-07,65.2,D,496.0,6,数学单元测试表现D级,中等,全部完成
7973,182,3,1,英语期中考试,2025-12-12,86.7,B,480.0,10,英语期中考试表现B级,中等,部分未完成
7974,182,3,2,英语期末考试,2025-02-21,50.6,E,124.0,1,英语期末考试表现E级,困难,部分未完成
7975,182,3,3,英语月考,2024-08-06,96.4,A,247.0,7,英语月考表现A级,困难,全部完成
7976,182,3,4,英语单元测试,2024-12-22,87.6,B,94.0,5,英语单元测试表现B级,中等,全部完成
7977,182,4,1,物理期中考试,2025-06-10,73.1,C,464.0,2,物理期中考试表现C级,简单,完整
7978,182,4,2,物理期末考试,2024-02-11,64.2,D,374.0,2,物理期末考试表现D级,中等,完整
7979,182,4,3,物理月考,2025-03-08,66.4,D,355.0,6,物理月考表现D级,中等,部分未完成
7980,182,4,4,物理单元测试,2025-07-18,91.5,A,7.0,7,物理单元测试表现A级,简单,完整
7981,182,5,1,化学期中考试,2024-04-19,77.1,C,415.0,10,化学期中考试表现C级,中等,完整
7982,182,5,2,化学期末考试,2025-01-30,74.1,C,77.0,8,,简单,完整
7983,182,5,3,化学月考,2024-02-13,91.6,A,296.0,6,化学月考表现A级,简单,部分未完成
7984,182,5,4,化学单元测试,2024-08-21,70.8,C,437.0,4,化学单元测试表现C级,简单,完整
7985,182,6,1,生物期中考试,2024-06-26,66.8,D,,4,生物期中考试表现D级,中等,部分未完成
7986,182,6,2,生物期末考试,2024-02-11,62.9,D,202.0,1,生物期末考试表现D级,简单,全部完成
7987,182,6,3,生物月考,2024-06-01,97.4,A,500.0,7,生物月考表现A级,简单,全部完成
7988,182,6,4,生物单元测试,2024-06-12,86.9,B,492.0,1,生物单元测试表现B级,简单,全部完成
7989,182,7,1,历史期中考试,2024-11-18,80.0,B,47.0,2,历史期中考试表现B级,中等,完整
7990,182,7,2,历史期末考试,2025-07-18,64.2,D,371.0,5,历史期末考试表现D级,中等,完整
7991,182,7,3,历史月考,2025-07-14,76.1,C,,4,历史月考表现C级,困难,部分未完成
7992,182,7,4,历史单元测试,2024-08-19,58.1,E,43.0,10,历史单元测试表现E级,简单,完整
7993,182,8,1,地理期中考试,2024-07-25,50.9,E,400.0,1,地理期中考试表现E级,简单,完整
7994,182,8,2,地理期末考试,2024-12-04,51.5,E,396.0,9,地理期末考试表现E级,困难,完整
7995,182,8,3,地理月考,2024-01-14,91.6,A,136.0,9,地理月考表现A级,中等,部分未完成
7996,182,8,4,地理单元测试,2024-05-10,87.3,B,416.0,9,地理单元测试表现B级,简单,完整
7997,182,9,1,政治期中考试,2025-12-30,67.1,D,476.0,7,政治期中考试表现D级,简单,部分未完成
7998,182,9,2,政治期末考试,2025-11-25,60.7,D,117.0,6,政治期末考试表现D级,中等,完整
7999,182,9,3,政治月考,2025-11-07,66.1,D,243.0,6,政治月考表现D级,困难,完整
8000,182,9,4,政治单元测试,2025-05-12,47.6,E,13.0,2,政治单元测试表现E级,困难,完整
8001,182,10,1,体育期中考试,2025-03-10,74.3,C,315.0,9,体育期中考试表现C级,困难,完整
8002,182,10,2,体育期末考试,2024-04-02,50.4,E,42.0,6,体育期末考试表现E级,中等,完整
8003,182,10,3,体育月考,2024-05-23,96.5,A,481.0,3,体育月考表现A级,中等,部分未完成
8004,182,10,4,体育单元测试,2025-01-06,87.6,B,158.0,5,体育单元测试表现B级,简单,完整
8005,182,13,1,信息技术期中考试,2025-03-18,90.5,A,,3,,中等,完整
8006,182,13,2,信息技术期末考试,2025-10-05,77.9,C,310.0,6,信息技术期末考试表现C级,简单,部分未完成
8007,182,13,3,信息技术月考,2024-01-16,83.1,B,54.0,9,信息技术月考表现B级,困难,完整
8008,182,13,4,信息技术单元测试,2025-07-06,52.5,E,466.0,2,信息技术单元测试表现E级,困难,完整
8009,183,1,1,语文期中考试,2024-02-25,93.9,A,68.0,9,语文期中考试表现A级,简单,全部完成
8010,183,1,2,语文期末考试,2025-11-16,80.5,B,4.0,10,语文期末考试表现B级,中等,全部完成
8011,183,1,3,语文月考,2025-11-17,82.5,B,351.0,1,语文月考表现B级,简单,全部完成
8012,183,1,4,语文单元测试,2024-06-28,69.6,D,466.0,8,语文单元测试表现D级,简单,完整
8013,183,2,1,数学期中考试,2025-12-12,65.7,D,190.0,8,数学期中考试表现D级,中等,部分未完成
8014,183,2,2,数学期末考试,2024-06-03,86.2,B,283.0,8,数学期末考试表现B级,中等,完整
8015,183,2,3,数学月考,2025-03-21,82.1,B,189.0,3,数学月考表现B级,困难,全部完成
8016,183,2,4,数学单元测试,2025-01-22,91.8,A,306.0,6,数学单元测试表现A级,困难,完整
8017,183,3,1,英语期中考试,2025-09-06,92.9,A,312.0,4,,中等,完整
8018,183,3,2,英语期末考试,2024-01-26,54.4,E,88.0,3,英语期末考试表现E级,中等,部分未完成
8019,183,3,3,英语月考,2025-12-31,70.1,C,454.0,4,英语月考表现C级,困难,完整
8020,183,3,4,英语单元测试,2024-11-14,76.6,C,34.0,1,英语单元测试表现C级,中等,部分未完成
8021,183,4,1,物理期中考试,2025-11-11,71.5,C,234.0,6,物理期中考试表现C级,简单,全部完成
8022,183,4,2,物理期末考试,2025-05-17,87.5,B,2.0,3,物理期末考试表现B级,中等,完整
8023,183,4,3,物理月考,2025-05-27,75.0,C,,1,,简单,完整
8024,183,4,4,物理单元测试,2025-12-02,55.2,E,20.0,4,物理单元测试表现E级,中等,完整
8025,183,5,1,化学期中考试,2025-06-30,73.6,C,429.0,1,化学期中考试表现C级,中等,完整
8026,183,5,2,化学期末考试,2025-08-27,64.9,D,467.0,10,化学期末考试表现D级,困难,全部完成
8027,183,5,3,化学月考,2024-06-06,96.0,A,112.0,2,化学月考表现A级,困难,完整
8028,183,5,4,化学单元测试,2024-09-27,91.1,A,472.0,1,化学单元测试表现A级,困难,全部完成
8029,183,6,1,生物期中考试,2025-01-02,94.1,A,485.0,1,生物期中考试表现A级,困难,完整
8030,183,6,2,生物期末考试,2024-12-31,56.0,E,122.0,9,生物期末考试表现E级,困难,部分未完成
8031,183,6,3,生物月考,2024-04-18,92.5,A,494.0,4,生物月考表现A级,中等,完整
8032,183,6,4,生物单元测试,2025-01-15,78.7,C,201.0,9,生物单元测试表现C级,困难,完整
8033,183,7,1,历史期中考试,2024-10-12,78.3,C,499.0,8,历史期中考试表现C级,中等,部分未完成
8034,183,7,2,历史期末考试,2024-03-17,66.0,D,119.0,5,历史期末考试表现D级,困难,部分未完成
8035,183,7,3,历史月考,2024-10-18,82.6,B,342.0,9,历史月考表现B级,中等,完整
8036,183,7,4,历史单元测试,2024-11-04,71.0,C,,6,,简单,完整
8037,183,8,1,地理期中考试,2024-06-03,50.5,E,68.0,3,地理期中考试表现E级,困难,完整
8038,183,8,2,地理期末考试,2025-01-11,74.4,C,43.0,4,地理期末考试表现C级,简单,完整
8039,183,8,3,地理月考,2025-01-12,85.8,B,480.0,9,,简单,完整
8040,183,8,4,地理单元测试,2025-05-03,50.9,E,487.0,3,地理单元测试表现E级,中等,完整
8041,183,9,1,政治期中考试,2024-05-30,50.9,E,495.0,3,政治期中考试表现E级,中等,完整
8042,183,9,2,政治期末考试,2025-04-14,81.5,B,422.0,6,政治期末考试表现B级,简单,全部完成
8043,183,9,3,政治月考,2025-10-10,57.5,E,193.0,6,政治月考表现E级,中等,全部完成
8044,183,9,4,政治单元测试,2024-03-22,80.0,B,203.0,8,政治单元测试表现B级,中等,全部完成
8045,183,10,1,体育期中考试,2024-01-26,88.0,B,,1,体育期中考试表现B级,中等,完整
8046,183,10,2,体育期末考试,2024-04-17,62.4,D,460.0,5,体育期末考试表现D级,简单,完整
8047,183,10,3,体育月考,2024-01-05,91.4,A,,9,体育月考表现A级,中等,全部完成
8048,183,10,4,体育单元测试,2025-08-01,47.2,E,366.0,10,体育单元测试表现E级,简单,全部完成
8049,183,13,1,信息技术期中考试,2025-11-28,48.0,E,460.0,3,信息技术期中考试表现E级,中等,全部完成
8050,183,13,2,信息技术期末考试,2025-03-01,53.6,E,,8,信息技术期末考试表现E级,简单,完整
8051,183,13,3,信息技术月考,2024-09-05,60.6,D,,1,信息技术月考表现D级,简单,部分未完成
8052,183,13,4,信息技术单元测试,2024-04-23,72.0,C,411.0,7,信息技术单元测试表现C级,中等,完整
8053,184,1,1,语文期中考试,2024-06-11,97.3,A,489.0,1,语文期中考试表现A级,困难,全部完成
8054,184,1,2,语文期末考试,2024-08-13,85.1,B,10.0,4,语文期末考试表现B级,简单,全部完成
8055,184,1,3,语文月考,2024-01-18,91.2,A,489.0,7,语文月考表现A级,困难,完整
8056,184,1,4,语文单元测试,2024-03-07,64.7,D,139.0,6,语文单元测试表现D级,中等,完整
8057,184,2,1,数学期中考试,2025-11-01,48.1,E,42.0,5,数学期中考试表现E级,简单,全部完成
8058,184,2,2,数学期末考试,2025-03-30,52.6,E,197.0,5,数学期末考试表现E级,困难,部分未完成
8059,184,2,3,数学月考,2025-03-09,93.2,A,308.0,10,数学月考表现A级,简单,完整
8060,184,2,4,数学单元测试,2024-08-16,89.0,B,315.0,7,数学单元测试表现B级,简单,部分未完成
8061,184,3,1,英语期中考试,2024-01-22,49.6,E,482.0,10,英语期中考试表现E级,困难,全部完成
8062,184,3,2,英语期末考试,2025-10-14,46.0,E,190.0,3,英语期末考试表现E级,中等,全部完成
8063,184,3,3,英语月考,2024-08-12,74.0,C,29.0,10,英语月考表现C级,中等,部分未完成
8064,184,3,4,英语单元测试,2024-03-31,94.8,A,,2,英语单元测试表现A级,中等,全部完成
8065,184,4,1,物理期中考试,2024-11-06,84.2,B,197.0,4,物理期中考试表现B级,困难,完整
8066,184,4,2,物理期末考试,2024-09-10,52.0,E,305.0,6,物理期末考试表现E级,中等,完整
8067,184,4,3,物理月考,2024-11-27,54.1,E,359.0,7,物理月考表现E级,中等,完整
8068,184,4,4,物理单元测试,2024-07-07,95.0,A,,7,物理单元测试表现A级,中等,部分未完成
8069,184,5,1,化学期中考试,2025-09-08,73.5,C,116.0,4,化学期中考试表现C级,中等,完整
8070,184,5,2,化学期末考试,2024-10-16,71.1,C,357.0,2,化学期末考试表现C级,简单,完整
8071,184,5,3,化学月考,2024-06-29,61.9,D,15.0,5,化学月考表现D级,简单,部分未完成
8072,184,5,4,化学单元测试,2025-05-27,90.3,A,198.0,5,化学单元测试表现A级,简单,完整
8073,184,6,1,生物期中考试,2024-05-03,85.3,B,221.0,3,生物期中考试表现B级,中等,完整
8074,184,6,2,生物期末考试,2024-10-23,86.9,B,,4,生物期末考试表现B级,中等,全部完成
8075,184,6,3,生物月考,2024-10-31,51.4,E,216.0,8,生物月考表现E级,中等,部分未完成
8076,184,6,4,生物单元测试,2025-03-06,91.7,A,276.0,4,生物单元测试表现A级,中等,完整
8077,184,7,1,历史期中考试,2024-02-11,63.9,D,235.0,4,历史期中考试表现D级,中等,完整
8078,184,7,2,历史期末考试,2025-10-18,78.4,C,357.0,9,历史期末考试表现C级,中等,全部完成
8079,184,7,3,历史月考,2025-11-11,65.3,D,297.0,7,历史月考表现D级,困难,完整
8080,184,7,4,历史单元测试,2025-10-03,70.1,C,454.0,1,历史单元测试表现C级,简单,全部完成
8081,184,8,1,地理期中考试,2024-02-25,84.9,B,316.0,3,地理期中考试表现B级,中等,完整
8082,184,8,2,地理期末考试,2025-03-20,94.1,A,121.0,2,地理期末考试表现A级,中等,全部完成
8083,184,8,3,地理月考,2025-04-21,53.0,E,235.0,4,地理月考表现E级,简单,全部完成
8084,184,8,4,地理单元测试,2025-11-28,94.2,A,336.0,6,地理单元测试表现A级,中等,完整
8085,184,9,1,政治期中考试,2025-01-27,66.5,D,308.0,3,政治期中考试表现D级,简单,完整
8086,184,9,2,政治期末考试,2024-06-13,87.2,B,218.0,7,政治期末考试表现B级,困难,完整
8087,184,9,3,政治月考,2024-03-17,95.9,A,,6,政治月考表现A级,简单,完整
8088,184,9,4,政治单元测试,2025-02-20,68.6,D,455.0,8,政治单元测试表现D级,中等,完整
8089,184,10,1,体育期中考试,2025-08-02,67.0,D,197.0,6,体育期中考试表现D级,中等,全部完成
8090,184,10,2,体育期末考试,2024-01-24,48.9,E,286.0,5,体育期末考试表现E级,中等,完整
8091,184,10,3,体育月考,2025-10-13,49.9,E,57.0,10,体育月考表现E级,困难,部分未完成
8092,184,10,4,体育单元测试,2024-06-22,82.7,B,407.0,7,体育单元测试表现B级,困难,部分未完成
8093,184,13,1,信息技术期中考试,2025-07-17,95.7,A,183.0,4,信息技术期中考试表现A级,中等,部分未完成
8094,184,13,2,信息技术期末考试,2024-03-08,65.9,D,411.0,9,信息技术期末考试表现D级,困难,全部完成
8095,184,13,3,信息技术月考,2025-02-11,90.8,A,276.0,6,信息技术月考表现A级,中等,完整
8096,184,13,4,信息技术单元测试,2024-08-12,64.2,D,302.0,1,信息技术单元测试表现D级,中等,完整
8097,185,1,1,语文期中考试,2025-06-13,61.6,D,332.0,7,语文期中考试表现D级,困难,全部完成
8098,185,1,2,语文期末考试,2024-01-26,62.5,D,441.0,6,语文期末考试表现D级,中等,完整
8099,185,1,3,语文月考,2024-06-17,91.4,A,468.0,3,,中等,完整
8100,185,1,4,语文单元测试,2025-09-29,85.8,B,26.0,7,语文单元测试表现B级,中等,完整
8101,185,2,1,数学期中考试,2024-05-20,56.5,E,439.0,1,,中等,部分未完成
8102,185,2,2,数学期末考试,2025-12-18,58.4,E,,7,数学期末考试表现E级,困难,完整
8103,185,2,3,数学月考,2025-05-15,62.9,D,149.0,6,数学月考表现D级,困难,全部完成
8104,185,2,4,数学单元测试,2025-12-20,66.0,D,416.0,9,数学单元测试表现D级,中等,完整
8105,185,3,1,英语期中考试,2024-01-25,52.3,E,288.0,8,英语期中考试表现E级,中等,完整
8106,185,3,2,英语期末考试,2025-02-25,66.7,D,350.0,3,英语期末考试表现D级,中等,完整
8107,185,3,3,英语月考,2024-09-24,47.7,E,144.0,10,英语月考表现E级,简单,完整
8108,185,3,4,英语单元测试,2025-04-01,72.6,C,217.0,7,英语单元测试表现C级,简单,完整
8109,185,4,1,物理期中考试,2024-03-05,64.6,D,208.0,7,物理期中考试表现D级,中等,部分未完成
8110,185,4,2,物理期末考试,2025-09-18,94.5,A,463.0,10,物理期末考试表现A级,简单,完整
8111,185,4,3,物理月考,2025-02-23,75.8,C,114.0,5,物理月考表现C级,简单,部分未完成
8112,185,4,4,物理单元测试,2025-12-27,79.2,A,447.0,3,物理单元测试表现A级,中等,完整
8113,185,5,1,化学期中考试,2024-11-03,55.2,E,277.0,9,化学期中考试表现E级,简单,部分未完成
8114,185,5,2,化学期末考试,2025-08-15,55.7,E,288.0,3,化学期末考试表现E级,中等,部分未完成
8115,185,5,3,化学月考,2025-10-24,82.2,B,230.0,8,化学月考表现B级,简单,完整
8116,185,5,4,化学单元测试,2024-01-25,47.3,E,62.0,8,化学单元测试表现E级,中等,全部完成
8117,185,6,1,生物期中考试,2025-01-24,49.1,E,193.0,5,生物期中考试表现E级,中等,全部完成
8118,185,6,2,生物期末考试,2024-12-22,87.0,B,383.0,9,,中等,全部完成
8119,185,6,3,生物月考,2024-05-24,53.3,E,361.0,6,生物月考表现E级,中等,部分未完成
8120,185,6,4,生物单元测试,2025-08-17,88.1,B,199.0,1,生物单元测试表现B级,困难,全部完成
8121,185,7,1,历史期中考试,2025-10-01,53.1,E,472.0,2,历史期中考试表现E级,简单,完整
8122,185,7,2,历史期末考试,2024-04-04,49.3,E,412.0,2,历史期末考试表现E级,困难,全部完成
8123,185,7,3,历史月考,2025-08-05,85.8,B,,10,历史月考表现B级,困难,全部完成
8124,185,7,4,历史单元测试,2024-08-11,96.9,A,,1,历史单元测试表现A级,中等,全部完成
8125,185,8,1,地理期中考试,2024-04-30,45.0,E,125.0,6,地理期中考试表现E级,简单,完整
8126,185,8,2,地理期末考试,2025-04-12,84.3,B,437.0,2,地理期末考试表现B级,中等,全部完成
8127,185,8,3,地理月考,2024-03-10,88.4,B,347.0,1,地理月考表现B级,中等,完整
8128,185,8,4,地理单元测试,2024-02-11,70.8,C,342.0,7,地理单元测试表现C级,中等,全部完成
8129,185,9,1,政治期中考试,2024-05-14,47.1,E,189.0,1,政治期中考试表现E级,中等,完整
8130,185,9,2,政治期末考试,2025-04-10,54.9,E,89.0,4,政治期末考试表现E级,简单,完整
8131,185,9,3,政治月考,2024-04-23,62.5,D,358.0,3,政治月考表现D级,中等,全部完成
8132,185,9,4,政治单元测试,2025-12-31,67.6,D,271.0,8,政治单元测试表现D级,简单,完整
8133,185,10,1,体育期中考试,2025-01-25,72.4,C,277.0,3,体育期中考试表现C级,困难,完整
8134,185,10,2,体育期末考试,2024-08-11,64.0,D,152.0,6,体育期末考试表现D级,困难,完整
8135,185,10,3,体育月考,2024-01-02,73.6,C,175.0,7,体育月考表现C级,困难,完整
8136,185,10,4,体育单元测试,2025-09-25,47.3,E,168.0,3,体育单元测试表现E级,困难,完整
8137,185,13,1,信息技术期中考试,2025-12-08,72.5,C,121.0,9,信息技术期中考试表现C级,困难,完整
8138,185,13,2,信息技术期末考试,2025-09-07,57.7,E,386.0,10,信息技术期末考试表现E级,困难,完整
8139,185,13,3,信息技术月考,2024-05-10,96.0,A,290.0,5,信息技术月考表现A级,中等,完整
8140,185,13,4,信息技术单元测试,2024-09-19,83.7,B,68.0,6,信息技术单元测试表现B级,中等,完整
8141,186,1,1,语文期中考试,2024-08-28,86.2,B,462.0,9,语文期中考试表现B级,中等,完整
8142,186,1,2,语文期末考试,2025-03-19,58.0,E,449.0,5,语文期末考试表现E级,困难,完整
8143,186,1,3,语文月考,2025-03-13,56.6,E,275.0,4,语文月考表现E级,中等,全部完成
8144,186,1,4,语文单元测试,2024-12-21,74.0,C,36.0,2,语文单元测试表现C级,简单,完整
8145,186,2,1,数学期中考试,2025-07-14,60.1,D,459.0,10,,中等,完整
8146,186,2,2,数学期末考试,2024-09-25,55.7,E,105.0,6,数学期末考试表现E级,中等,完整
8147,186,2,3,数学月考,2025-07-23,83.1,B,267.0,7,数学月考表现B级,困难,完整
8148,186,2,4,数学单元测试,2024-12-12,76.7,C,152.0,8,数学单元测试表现C级,困难,完整
8149,186,3,1,英语期中考试,2025-09-23,61.3,D,454.0,1,,困难,部分未完成
8150,186,3,2,英语期末考试,2024-05-04,74.7,C,478.0,2,英语期末考试表现C级,中等,完整
8151,186,3,3,英语月考,2025-07-27,93.2,A,121.0,7,英语月考表现A级,中等,部分未完成
8152,186,3,4,英语单元测试,2024-09-12,65.6,D,484.0,4,英语单元测试表现D级,简单,部分未完成
8153,186,4,1,物理期中考试,2025-05-31,45.6,E,410.0,3,,简单,完整
8154,186,4,2,物理期末考试,2025-02-14,74.5,C,175.0,8,物理期末考试表现C级,简单,完整
8155,186,4,3,物理月考,2024-06-10,72.1,C,81.0,10,物理月考表现C级,简单,完整
8156,186,4,4,物理单元测试,2024-06-23,50.8,E,376.0,10,物理单元测试表现E级,困难,全部完成
8157,186,5,1,化学期中考试,2024-09-17,49.3,E,109.0,8,化学期中考试表现E级,简单,完整
8158,186,5,2,化学期末考试,2024-12-30,56.9,E,325.0,7,,中等,完整
8159,186,5,3,化学月考,2024-08-12,84.6,B,60.0,9,化学月考表现B级,中等,部分未完成
8160,186,5,4,化学单元测试,2025-06-24,77.8,C,168.0,1,化学单元测试表现C级,困难,完整
8161,186,6,1,生物期中考试,2024-01-11,46.9,E,,3,生物期中考试表现E级,简单,部分未完成
8162,186,6,2,生物期末考试,2025-05-08,78.8,C,211.0,1,生物期末考试表现C级,中等,全部完成
8163,186,6,3,生物月考,2024-09-02,56.9,E,494.0,9,生物月考表现E级,困难,部分未完成
8164,186,6,4,生物单元测试,2024-08-07,46.5,E,14.0,4,,中等,完整
8165,186,7,1,历史期中考试,2024-06-07,76.8,C,19.0,7,历史期中考试表现C级,困难,全部完成
8166,186,7,2,历史期末考试,2025-04-21,87.4,B,317.0,2,历史期末考试表现B级,中等,部分未完成
8167,186,7,3,历史月考,2024-03-18,81.3,B,425.0,7,历史月考表现B级,中等,完整
8168,186,7,4,历史单元测试,2024-06-17,53.6,E,292.0,10,历史单元测试表现E级,简单,全部完成
8169,186,8,1,地理期中考试,2024-03-23,89.6,B,384.0,6,地理期中考试表现B级,简单,部分未完成
8170,186,8,2,地理期末考试,2025-06-24,80.0,B,238.0,6,地理期末考试表现B级,困难,完整
