performance_id,student_id,course_id,semester,attendance_score,participation_score,homework_score,behavior_score,total_performance_score,teacher_comments,learning_attitude,discipline
2912,265,8,第一学期,97.3,87.1,54.9,63.9,75.8,课堂纪律良好，表现稳定。,较差,优秀
2913,265,9,第二学期,71.4,68.9,83.0,98.1,80.3,需要加强课堂参与度。,较差,一般
2914,265,10,第一学期,84.4,35.9,53.1,68.8,60.5,课堂表现良好，积极参与讨论。,一般,优秀
2915,265,13,第一学期,76.2,88.9,,88.1,78.1,课堂纪律良好，表现稳定。,优秀,良好
2916,266,1,第二学期,79.9,30.9,70.6,90.4,68.0,课堂纪律良好，表现稳定。,良好,一般
2917,266,2,第一学期,71.9,59.0,56.5,77.6,66.2,学习态度认真，成绩稳步提升。,一般,良好
2918,266,3,第一学期,76.2,66.7,,84.6,73.0,学习态度认真，成绩稳步提升。,较差,优秀
2919,266,4,第二学期,79.5,99.8,,62.9,81.7,需要提高作业质量。,较差,优秀
2920,266,5,第一学期,81.5,83.9,,88.5,85.2,课堂发言积极，思维活跃。,一般,优秀
2921,266,6,第一学期,85.4,56.2,93.8,69.6,76.2,需要提高作业质量。,较差,良好
2922,266,7,第二学期,70.6,69.9,78.4,75.8,73.7,需要加强课堂参与度。,良好,良好
2923,266,8,第二学期,85.0,66.6,89.1,72.1,78.2,课堂表现良好，积极参与讨论。,优秀,优秀
2924,266,9,第一学期,96.5,52.4,60.1,85.7,73.7,需要提高作业质量。,较差,优秀
2925,266,10,第二学期,89.7,59.1,67.6,70.0,71.6,课堂表现良好，积极参与讨论。,一般,一般
2926,266,13,第二学期,97.9,59.3,95.1,79.2,82.9,,良好,优秀
2927,267,1,第一学期,90.4,92.1,96.0,96.2,93.7,需要加强课堂参与度。,良好,优秀
2928,267,2,第一学期,86.0,91.5,97.8,68.5,86.0,课堂表现良好，积极参与讨论。,良好,一般
2929,267,3,第一学期,74.8,62.7,80.5,81.8,75.0,课堂发言积极，思维活跃。,良好,优秀
2930,267,4,第一学期,84.5,58.5,95.0,83.0,80.2,课堂表现良好，积极参与讨论。,较差,优秀
2931,267,5,第一学期,82.4,42.2,97.6,83.5,76.4,学习进步明显，继续努力。,较差,优秀
2932,267,6,第二学期,72.9,42.9,83.8,90.0,72.4,课堂表现良好，积极参与讨论。,优秀,良好
2933,267,7,第一学期,72.7,59.6,53.6,66.8,63.2,课堂纪律良好，表现稳定。,优秀,优秀
2934,267,8,第一学期,82.1,,54.6,75.9,71.1,学习进步明显，继续努力。,较差,优秀
2935,267,9,第一学期,71.0,49.7,99.5,66.3,71.6,课堂纪律良好，表现稳定。,较差,优秀
2936,267,10,第二学期,75.8,39.3,80.8,67.6,65.9,学习态度认真，成绩稳步提升。,较差,一般
2937,267,13,第一学期,80.2,92.8,79.5,72.2,81.2,作业完成认真，值得表扬。,一般,良好
2938,268,1,第二学期,99.9,60.0,60.4,84.9,76.3,学习态度认真，成绩稳步提升。,良好,一般
2939,268,2,第二学期,79.5,86.1,55.4,66.8,72.0,课堂表现良好，积极参与讨论。,优秀,一般
2940,268,3,第二学期,89.0,30.6,54.3,95.8,67.4,需要加强课堂参与度。,良好,良好
2941,268,4,第一学期,83.7,35.4,99.2,73.1,72.8,课堂纪律良好，表现稳定。,优秀,良好
2942,268,5,第二学期,86.3,47.2,62.9,88.7,71.3,学习态度认真，成绩稳步提升。,优秀,良好
2943,268,6,第二学期,90.1,89.6,73.5,83.4,84.2,学习态度认真，成绩稳步提升。,良好,良好
2944,268,7,第一学期,85.4,36.1,96.5,88.3,76.6,,优秀,良好
2945,268,8,第一学期,72.4,89.3,77.6,67.5,76.7,课堂发言积极，思维活跃。,良好,一般
2946,268,9,第二学期,83.9,50.5,84.8,97.1,79.1,学习态度认真，成绩稳步提升。,一般,优秀
2947,268,10,第二学期,97.5,60.2,56.2,94.6,77.1,需要加强课堂参与度。,优秀,良好
2948,268,13,第一学期,81.4,32.6,,85.9,63.6,学习态度认真，成绩稳步提升。,一般,一般
2949,269,1,第一学期,92.4,34.2,69.5,74.4,67.6,学习进步明显，继续努力。,一般,一般
2950,269,2,第二学期,90.8,87.3,83.1,74.8,84.0,学习态度认真，成绩稳步提升。,较差,良好
2951,269,3,第二学期,72.0,57.0,66.3,63.2,64.6,需要加强课堂参与度。,较差,优秀
2952,269,4,第二学期,96.6,60.6,81.6,88.3,81.8,学习进步明显，继续努力。,优秀,优秀
2953,269,5,第一学期,85.4,69.4,52.5,93.0,75.1,学习进步明显，继续努力。,优秀,优秀
2954,269,6,第一学期,98.1,92.1,,64.0,80.8,需要加强课堂参与度。,优秀,优秀
2955,269,7,第二学期,92.1,78.6,76.4,62.0,77.3,课堂纪律良好，表现稳定。,一般,良好
2956,269,8,第一学期,82.3,93.7,99.4,99.0,93.6,作业完成认真，值得表扬。,较差,优秀
2957,269,9,第二学期,72.4,75.9,56.1,92.4,74.2,作业完成认真，值得表扬。,一般,优秀
2958,269,10,第二学期,96.8,37.1,62.2,69.8,66.5,学习进步明显，继续努力。,良好,优秀
2959,269,13,第一学期,89.9,62.7,79.3,93.9,81.5,课堂表现良好，积极参与讨论。,良好,优秀
2960,270,1,第二学期,91.6,81.0,62.6,70.6,76.4,,一般,一般
2961,270,2,第二学期,87.7,95.7,84.2,75.4,85.8,作业完成认真，值得表扬。,一般,优秀
2962,270,3,第一学期,87.4,42.2,80.1,64.8,68.6,课堂纪律良好，表现稳定。,较差,优秀
2963,270,4,第一学期,78.1,96.9,57.7,98.8,82.9,学习进步明显，继续努力。,良好,优秀
2964,270,5,第一学期,75.7,94.4,,71.1,84.6,学习态度认真，成绩稳步提升。,良好,良好
2965,270,6,第一学期,71.6,,72.6,83.3,72.0,学习进步明显，继续努力。,较差,良好
2966,270,7,第二学期,96.6,98.0,88.2,99.6,95.6,学习态度认真，成绩稳步提升。,良好,优秀
2967,270,8,第二学期,88.1,65.6,86.6,91.4,82.9,需要提高作业质量。,优秀,良好
2968,270,9,第一学期,99.6,74.4,65.3,71.1,77.6,需要加强课堂参与度。,良好,优秀
2969,270,10,第二学期,84.8,46.2,72.6,96.4,75.0,课堂纪律良好，表现稳定。,较差,优秀
2970,270,13,第一学期,73.3,94.1,96.4,81.1,86.2,需要加强课堂参与度。,一般,优秀
2971,271,1,第一学期,83.4,80.4,77.7,97.9,84.8,课堂发言积极，思维活跃。,优秀,优秀
2972,271,2,第一学期,70.4,80.4,60.9,85.1,74.2,作业完成认真，值得表扬。,优秀,良好
2973,271,3,第一学期,71.3,63.9,58.5,99.7,73.3,需要提高作业质量。,良好,优秀
2974,271,4,第一学期,90.2,65.5,70.6,78.3,76.1,需要提高作业质量。,一般,良好
2975,271,5,第二学期,72.1,65.8,66.2,86.1,72.5,课堂表现良好，积极参与讨论。,优秀,一般
2976,271,6,第二学期,82.8,60.8,63.5,91.9,74.8,学习态度认真，成绩稳步提升。,良好,一般
2977,271,7,第二学期,77.8,87.9,86.5,83.6,83.9,课堂发言积极，思维活跃。,较差,一般
2978,271,8,第二学期,90.2,54.8,97.3,74.9,79.3,需要提高作业质量。,较差,优秀
2979,271,9,第一学期,72.6,98.6,79.7,91.2,85.5,学习进步明显，继续努力。,较差,优秀
2980,271,10,第一学期,98.5,41.9,75.8,97.5,78.4,课堂发言积极，思维活跃。,良好,优秀
2981,271,13,第二学期,70.7,79.1,95.8,96.5,85.5,学习态度认真，成绩稳步提升。,较差,良好
2982,272,1,第一学期,76.7,43.9,99.8,74.8,73.8,课堂表现良好，积极参与讨论。,一般,优秀
2983,272,2,第二学期,71.8,85.1,50.7,76.2,70.9,学习态度认真，成绩稳步提升。,良好,良好
2984,272,3,第一学期,90.3,32.0,77.2,60.4,65.0,,优秀,一般
2985,272,4,第一学期,76.9,62.9,94.3,69.0,75.8,学习态度认真，成绩稳步提升。,较差,优秀
2986,272,5,第一学期,75.6,,54.8,74.9,75.8,学习进步明显，继续努力。,较差,优秀
2987,272,6,第二学期,86.8,97.9,59.1,66.0,77.4,需要加强课堂参与度。,良好,优秀
2988,272,7,第一学期,89.0,66.4,61.3,96.5,78.3,学习态度认真，成绩稳步提升。,一般,一般
2989,272,8,第一学期,89.3,39.4,84.6,74.1,71.8,需要提高作业质量。,良好,良好
2990,272,9,第一学期,79.0,40.4,63.8,73.7,64.2,学习态度认真，成绩稳步提升。,较差,良好
2991,272,10,第一学期,77.4,94.1,53.0,98.4,80.7,需要加强课堂参与度。,一般,良好
2992,272,13,第一学期,79.7,33.2,54.2,64.7,58.0,课堂表现良好，积极参与讨论。,一般,良好
2993,273,1,第二学期,96.7,36.1,71.5,75.4,69.9,课堂发言积极，思维活跃。,一般,良好
2994,273,2,第二学期,89.2,65.1,,62.1,73.4,学习态度认真，成绩稳步提升。,优秀,优秀
2995,273,3,第二学期,90.9,55.7,76.1,80.0,75.7,需要提高作业质量。,优秀,良好
2996,273,4,第二学期,81.8,41.8,66.5,83.8,68.5,学习态度认真，成绩稳步提升。,一般,优秀
2997,273,5,第二学期,85.7,75.4,73.5,92.4,81.8,学习进步明显，继续努力。,较差,良好
2998,273,6,第一学期,94.8,70.2,,86.5,87.5,,较差,优秀
2999,273,7,第一学期,83.6,85.5,88.8,73.8,82.9,学习进步明显，继续努力。,一般,优秀
3000,273,8,第二学期,80.7,64.6,72.4,84.7,75.6,课堂发言积极，思维活跃。,一般,一般
3001,273,9,第一学期,83.8,36.4,95.9,75.0,72.8,课堂纪律良好，表现稳定。,良好,一般
3002,273,10,第二学期,71.9,55.5,85.7,70.0,70.8,学习进步明显，继续努力。,较差,一般
3003,273,13,第一学期,74.6,91.2,62.2,87.0,78.8,学习进步明显，继续努力。,良好,优秀
3004,274,1,第一学期,83.7,43.2,54.1,97.4,69.6,需要提高作业质量。,良好,优秀
3005,274,2,第二学期,74.5,49.5,85.9,94.1,76.0,学习进步明显，继续努力。,优秀,优秀
3006,274,3,第一学期,99.0,91.2,65.3,66.3,80.5,学习态度认真，成绩稳步提升。,良好,优秀
3007,274,4,第一学期,89.0,89.1,75.2,88.2,85.4,学习态度认真，成绩稳步提升。,较差,良好
3008,274,5,第一学期,84.9,31.2,65.1,60.6,60.4,需要提高作业质量。,一般,一般
3009,274,6,第二学期,75.9,83.0,55.3,69.3,70.9,需要加强课堂参与度。,较差,优秀
3010,274,7,第一学期,83.0,79.6,57.4,94.1,78.5,学习态度认真，成绩稳步提升。,良好,一般
3011,274,8,第二学期,96.9,31.6,77.0,99.5,76.2,课堂纪律良好，表现稳定。,良好,优秀
3012,274,9,第一学期,91.8,95.5,,92.1,85.0,作业完成认真，值得表扬。,良好,优秀
3013,274,10,第一学期,79.1,97.2,,92.3,91.3,学习进步明显，继续努力。,良好,良好
3014,274,13,第二学期,80.5,32.6,88.1,88.5,72.4,,良好,优秀
3015,275,1,第二学期,74.1,93.0,65.2,67.5,75.0,需要提高作业质量。,一般,优秀
3016,275,2,第二学期,75.4,31.6,,74.5,59.5,需要加强课堂参与度。,良好,优秀
3017,275,3,第一学期,84.7,84.1,76.5,88.2,83.4,课堂表现良好，积极参与讨论。,一般,优秀
3018,275,4,第二学期,89.7,84.9,50.4,63.5,72.1,需要加强课堂参与度。,良好,优秀
3019,275,5,第一学期,92.9,98.7,97.9,98.7,97.0,课堂纪律良好，表现稳定。,一般,良好
3020,275,6,第二学期,75.1,90.7,73.4,78.4,79.4,需要加强课堂参与度。,良好,优秀
3021,275,7,第一学期,90.1,97.9,70.4,63.7,80.5,作业完成认真，值得表扬。,良好,优秀
3022,275,8,第一学期,77.2,73.1,68.1,80.6,74.8,课堂发言积极，思维活跃。,优秀,良好
3023,275,9,第二学期,78.9,84.0,77.5,78.4,79.7,需要提高作业质量。,良好,优秀
3024,275,10,第二学期,87.5,85.3,93.5,90.3,89.2,需要提高作业质量。,良好,优秀
3025,275,13,第一学期,77.2,50.4,77.9,71.6,69.3,作业完成认真，值得表扬。,良好,优秀
3026,276,1,第二学期,99.2,64.6,59.7,87.4,77.7,作业完成认真，值得表扬。,优秀,一般
3027,276,2,第二学期,75.8,63.5,,91.3,78.3,需要加强课堂参与度。,良好,优秀
3028,276,3,第一学期,81.1,52.7,97.1,91.8,80.7,课堂表现良好，积极参与讨论。,优秀,优秀
3029,276,4,第一学期,82.6,,82.0,69.1,79.3,学习进步明显，继续努力。,优秀,一般
3030,276,5,第二学期,89.4,30.9,65.7,77.3,65.8,学习态度认真，成绩稳步提升。,优秀,一般
3031,276,6,第二学期,75.0,35.2,53.9,97.2,65.3,需要提高作业质量。,较差,良好
3032,276,7,第二学期,100.0,74.1,72.8,88.0,83.7,课堂纪律良好，表现稳定。,良好,优秀
3033,276,8,第二学期,86.9,69.0,,97.0,80.6,作业完成认真，值得表扬。,良好,良好
3034,276,9,第二学期,84.7,72.5,85.0,64.9,76.8,课堂纪律良好，表现稳定。,较差,一般
3035,276,10,第一学期,93.6,96.3,53.0,95.4,84.6,作业完成认真，值得表扬。,较差,一般
3036,276,13,第二学期,71.4,31.3,99.7,67.4,67.5,课堂纪律良好，表现稳定。,优秀,一般
3037,277,1,第二学期,86.7,66.1,74.4,72.4,74.9,学习进步明显，继续努力。,良好,优秀
3038,277,2,第一学期,98.8,58.5,87.0,98.4,85.7,需要加强课堂参与度。,优秀,一般
3039,277,3,第二学期,80.2,90.5,78.9,74.5,81.0,需要加强课堂参与度。,良好,优秀
3040,277,4,第一学期,83.9,36.2,92.6,87.5,75.0,需要提高作业质量。,一般,一般
3041,277,5,第一学期,91.1,81.4,68.5,67.2,77.0,课堂发言积极，思维活跃。,较差,优秀
3042,277,6,第一学期,92.4,90.9,81.5,97.5,90.6,作业完成认真，值得表扬。,一般,一般
3043,277,7,第一学期,85.3,85.9,59.5,60.4,72.8,需要加强课堂参与度。,一般,良好
3044,277,8,第二学期,79.6,97.0,84.7,98.6,90.0,课堂表现良好，积极参与讨论。,较差,一般
3045,277,9,第一学期,97.0,100.0,72.2,98.7,92.0,课堂发言积极，思维活跃。,良好,优秀
3046,277,10,第二学期,92.7,52.1,97.1,92.2,83.5,课堂纪律良好，表现稳定。,良好,优秀
3047,277,13,第二学期,90.8,31.4,88.4,76.8,71.8,需要加强课堂参与度。,良好,良好
3048,278,1,第二学期,74.8,30.3,90.9,94.9,72.7,课堂发言积极，思维活跃。,良好,优秀
3049,278,2,第二学期,85.1,39.4,61.1,89.7,68.8,需要提高作业质量。,优秀,优秀
3050,278,3,第二学期,75.4,68.4,88.8,82.9,78.9,学习进步明显，继续努力。,较差,一般
3051,278,4,第一学期,86.8,,67.8,91.9,74.2,作业完成认真，值得表扬。,一般,优秀
3052,278,5,第一学期,75.1,90.8,81.6,84.4,83.0,课堂表现良好，积极参与讨论。,良好,一般
3053,278,6,第二学期,70.5,30.9,84.2,74.7,65.1,,一般,优秀
3054,278,7,第一学期,90.2,68.4,74.3,96.7,82.4,作业完成认真，值得表扬。,优秀,优秀
3055,278,8,第二学期,74.2,98.1,98.2,89.9,90.1,学习态度认真，成绩稳步提升。,优秀,优秀
3056,278,9,第二学期,95.7,94.4,64.8,92.0,86.7,需要加强课堂参与度。,良好,优秀
3057,278,10,第二学期,76.2,84.2,69.4,68.3,74.5,课堂纪律良好，表现稳定。,较差,优秀
3058,278,13,第一学期,84.8,42.9,73.6,97.0,74.6,需要加强课堂参与度。,良好,一般
3059,279,1,第一学期,93.3,,54.8,93.1,76.0,课堂表现良好，积极参与讨论。,一般,良好
3060,279,2,第二学期,85.2,59.4,74.9,70.8,72.6,学习态度认真，成绩稳步提升。,优秀,优秀
3061,279,3,第一学期,89.9,63.9,98.4,60.4,78.2,课堂表现良好，积极参与讨论。,较差,优秀
3062,279,4,第二学期,91.1,56.5,,61.3,69.4,需要提高作业质量。,一般,优秀
3063,279,5,第二学期,76.6,35.3,73.8,71.8,64.4,,良好,一般
3064,279,6,第一学期,90.2,98.3,67.3,84.0,85.0,需要提高作业质量。,较差,良好
3065,279,7,第二学期,73.5,,82.2,68.5,77.6,学习进步明显，继续努力。,较差,优秀
3066,279,8,第一学期,87.0,41.3,92.7,76.7,74.4,课堂发言积极，思维活跃。,优秀,优秀
3067,279,9,第一学期,72.0,51.1,73.5,76.3,68.2,需要加强课堂参与度。,良好,一般
3068,279,10,第一学期,81.5,74.0,84.8,76.4,79.2,,较差,良好
3069,279,13,第一学期,90.4,53.8,52.4,66.9,65.9,学习进步明显，继续努力。,良好,良好
3070,280,1,第一学期,73.7,93.8,96.8,92.9,89.3,学习进步明显，继续努力。,一般,优秀
3071,280,2,第二学期,99.3,77.9,67.9,84.2,82.3,课堂表现良好，积极参与讨论。,良好,优秀
3072,280,3,第二学期,74.7,,83.2,61.1,66.2,学习进步明显，继续努力。,优秀,良好
3073,280,4,第一学期,92.3,,88.3,62.8,83.2,作业完成认真，值得表扬。,良好,一般
3074,280,5,第二学期,70.0,94.7,95.6,71.5,82.9,需要加强课堂参与度。,一般,优秀
3075,280,6,第二学期,86.6,59.9,94.1,81.6,80.5,学习态度认真，成绩稳步提升。,一般,良好
3076,280,7,第二学期,88.3,49.3,92.9,96.4,81.7,课堂表现良好，积极参与讨论。,一般,优秀
3077,280,8,第二学期,95.7,39.6,89.3,73.3,74.5,课堂纪律良好，表现稳定。,优秀,一般
3078,280,9,第一学期,91.8,46.5,53.2,71.2,65.7,学习态度认真，成绩稳步提升。,优秀,良好
3079,280,10,第二学期,93.5,58.4,55.6,74.2,70.4,学习态度认真，成绩稳步提升。,一般,一般
3080,280,13,第二学期,75.7,48.1,74.6,62.6,65.2,需要加强课堂参与度。,优秀,一般
3081,281,1,第二学期,92.4,64.0,96.9,62.7,79.0,需要提高作业质量。,优秀,优秀
3082,281,2,第二学期,79.6,45.7,59.9,72.8,64.5,课堂发言积极，思维活跃。,优秀,优秀
3083,281,3,第一学期,83.1,58.5,68.9,76.4,71.7,作业完成认真，值得表扬。,良好,优秀
3084,281,4,第一学期,100.0,58.3,82.7,97.4,84.6,课堂纪律良好，表现稳定。,良好,一般
3085,281,5,第二学期,97.3,89.5,89.0,66.6,85.6,课堂表现良好，积极参与讨论。,良好,一般
3086,281,6,第二学期,99.0,53.0,53.7,91.5,74.3,课堂纪律良好，表现稳定。,良好,优秀
3087,281,7,第二学期,83.2,77.3,54.3,86.5,75.3,,优秀,一般
3088,281,8,第一学期,86.0,50.1,64.9,96.5,74.4,课堂表现良好，积极参与讨论。,一般,一般
3089,281,9,第一学期,92.3,98.0,92.9,87.6,92.7,作业完成认真，值得表扬。,优秀,一般
3090,281,10,第一学期,95.3,63.3,72.7,99.7,82.8,作业完成认真，值得表扬。,良好,一般
3091,281,13,第一学期,77.4,69.2,51.1,63.2,65.2,学习进步明显，继续努力。,优秀,优秀
3092,282,1,第一学期,82.6,56.6,86.4,97.1,80.7,学习进步明显，继续努力。,较差,一般
3093,282,2,第二学期,71.7,98.7,89.7,94.6,88.7,需要提高作业质量。,较差,优秀
3094,282,3,第二学期,97.1,44.1,77.8,97.7,79.2,课堂纪律良好，表现稳定。,较差,良好
3095,282,4,第二学期,86.8,44.5,78.5,81.0,72.7,,一般,优秀
3096,282,5,第二学期,84.0,30.3,52.0,74.0,60.1,课堂表现良好，积极参与讨论。,优秀,良好
3097,282,6,第二学期,73.7,49.4,57.9,91.1,68.0,学习态度认真，成绩稳步提升。,较差,优秀
3098,282,7,第二学期,78.5,72.8,60.7,82.9,73.7,需要提高作业质量。,一般,一般
3099,282,8,第二学期,86.2,96.4,79.4,65.7,81.9,课堂发言积极，思维活跃。,一般,优秀
3100,282,9,第二学期,99.0,,54.4,64.4,63.2,需要提高作业质量。,一般,优秀
3101,282,10,第二学期,73.0,62.5,,98.4,71.9,课堂表现良好，积极参与讨论。,较差,一般
3102,282,13,第一学期,79.3,78.5,68.2,67.5,73.4,课堂纪律良好，表现稳定。,较差,优秀
3103,283,1,第二学期,86.1,63.5,80.1,87.5,79.3,需要提高作业质量。,较差,优秀
3104,283,2,第二学期,85.1,81.0,89.2,69.9,81.3,,良好,优秀
3105,283,3,第二学期,82.3,97.6,86.5,94.5,90.2,,良好,优秀
3106,283,4,第二学期,72.7,61.7,94.3,78.5,76.8,课堂表现良好，积极参与讨论。,较差,良好
3107,283,5,第一学期,75.2,,82.6,83.0,72.2,作业完成认真，值得表扬。,较差,一般
3108,283,6,第一学期,77.7,46.7,96.4,78.2,74.8,学习态度认真，成绩稳步提升。,较差,良好
3109,283,7,第二学期,77.0,,87.1,79.8,71.3,作业完成认真，值得表扬。,一般,优秀
3110,283,8,第二学期,76.2,61.8,53.1,82.2,68.3,作业完成认真，值得表扬。,良好,优秀
3111,283,9,第一学期,74.2,93.0,57.6,75.3,75.0,需要加强课堂参与度。,一般,优秀
3112,283,10,第二学期,94.8,78.9,98.9,95.6,92.1,作业完成认真，值得表扬。,较差,优秀
3113,283,13,第一学期,81.2,,62.9,66.1,76.3,需要提高作业质量。,一般,优秀
3114,284,1,第一学期,99.0,91.8,53.4,87.8,83.0,课堂表现良好，积极参与讨论。,优秀,优秀
3115,284,2,第一学期,89.4,47.7,60.9,69.5,66.9,学习进步明显，继续努力。,良好,优秀
3116,284,3,第一学期,86.0,68.4,83.1,74.3,78.0,课堂表现良好，积极参与讨论。,较差,优秀
3117,284,4,第一学期,97.8,80.1,53.7,79.5,77.8,,良好,一般
3118,284,5,第二学期,88.4,59.2,67.7,68.9,71.1,课堂发言积极，思维活跃。,一般,良好
3119,284,6,第一学期,97.9,56.9,,85.9,76.1,课堂纪律良好，表现稳定。,良好,一般
3120,284,7,第二学期,95.9,57.8,79.0,97.2,82.5,课堂纪律良好，表现稳定。,较差,一般
3121,284,8,第一学期,89.4,57.2,,94.9,74.2,作业完成认真，值得表扬。,较差,优秀
3122,284,9,第二学期,82.6,79.8,,64.4,73.2,需要提高作业质量。,一般,良好
3123,284,10,第二学期,82.3,82.4,55.9,74.8,73.8,学习进步明显，继续努力。,优秀,优秀
3124,284,13,第一学期,88.5,61.9,80.1,76.2,76.7,学习进步明显，继续努力。,良好,良好
3125,285,1,第一学期,72.9,60.3,69.7,73.1,69.0,需要加强课堂参与度。,优秀,良好
3126,285,2,第一学期,71.8,47.8,68.3,73.4,65.3,需要加强课堂参与度。,良好,良好
3127,285,3,第二学期,93.5,80.7,,77.4,81.7,需要加强课堂参与度。,良好,优秀
3128,285,4,第一学期,92.4,61.1,88.5,72.6,78.7,需要加强课堂参与度。,一般,良好
3129,285,5,第二学期,96.3,48.5,52.1,89.7,71.7,学习进步明显，继续努力。,优秀,一般
3130,285,6,第二学期,84.9,93.4,52.5,91.7,80.6,学习进步明显，继续努力。,一般,一般
3131,285,7,第二学期,78.5,65.5,87.5,97.9,82.3,学习态度认真，成绩稳步提升。,一般,良好
3132,285,8,第一学期,75.9,98.4,65.4,91.2,82.7,学习态度认真，成绩稳步提升。,良好,良好
3133,285,9,第二学期,88.5,80.7,,95.3,80.6,需要加强课堂参与度。,良好,优秀
3134,285,10,第一学期,79.0,,68.1,87.2,79.9,需要提高作业质量。,一般,优秀
3135,285,13,第一学期,91.4,60.2,97.3,60.5,77.4,学习进步明显，继续努力。,良好,优秀
3136,286,1,第二学期,79.0,37.0,86.7,90.1,73.2,需要提高作业质量。,良好,一般
3137,286,2,第一学期,82.9,90.5,77.4,97.9,87.2,学习态度认真，成绩稳步提升。,一般,良好
3138,286,3,第一学期,90.8,91.2,,64.5,75.1,需要提高作业质量。,较差,良好
3139,286,4,第二学期,74.3,67.2,,62.8,67.9,课堂表现良好，积极参与讨论。,优秀,一般
3140,286,5,第一学期,80.0,75.2,,78.0,81.5,课堂表现良好，积极参与讨论。,良好,一般
3141,286,6,第二学期,95.7,,60.1,97.9,75.2,课堂纪律良好，表现稳定。,良好,一般
3142,286,7,第二学期,72.6,82.6,66.3,88.4,77.5,,优秀,优秀
3143,286,8,第一学期,90.5,,53.5,96.4,73.8,学习态度认真，成绩稳步提升。,良好,一般
3144,286,9,第二学期,87.9,73.2,58.8,90.0,77.5,课堂纪律良好，表现稳定。,良好,优秀
3145,286,10,第一学期,78.7,94.2,75.4,64.5,78.2,课堂表现良好，积极参与讨论。,一般,优秀
3146,286,13,第二学期,87.8,93.5,85.4,98.6,91.3,课堂发言积极，思维活跃。,良好,优秀
3147,287,1,第二学期,90.9,,88.7,79.7,76.9,课堂发言积极，思维活跃。,良好,一般
3148,287,2,第一学期,96.5,70.9,83.0,72.6,80.8,学习进步明显，继续努力。,优秀,优秀
3149,287,3,第二学期,86.0,,96.4,93.0,91.1,学习进步明显，继续努力。,良好,一般
3150,287,4,第一学期,98.9,55.1,55.2,98.1,76.8,,良好,优秀
3151,287,5,第二学期,76.9,46.5,82.2,94.7,75.1,需要加强课堂参与度。,优秀,优秀
3152,287,6,第二学期,87.6,37.7,50.9,69.7,61.5,课堂发言积极，思维活跃。,较差,优秀
3153,287,7,第一学期,88.0,70.8,53.1,64.8,69.2,课堂纪律良好，表现稳定。,良好,优秀
3154,287,8,第二学期,90.6,30.1,83.1,98.3,75.5,需要提高作业质量。,一般,优秀
3155,287,9,第二学期,94.6,74.4,88.5,70.5,82.0,课堂表现良好，积极参与讨论。,较差,优秀
3156,287,10,第二学期,71.0,95.0,76.6,65.7,77.1,学习进步明显，继续努力。,一般,良好
3157,287,13,第二学期,90.3,60.0,74.8,60.7,71.5,需要提高作业质量。,一般,良好
3158,288,1,第一学期,79.2,43.6,85.6,64.8,68.3,需要加强课堂参与度。,较差,一般
3159,288,2,第二学期,77.0,82.6,65.9,88.0,78.4,作业完成认真，值得表扬。,良好,一般
3160,288,3,第一学期,82.5,49.7,72.9,99.8,76.2,需要加强课堂参与度。,一般,优秀
3161,288,4,第一学期,84.7,83.6,69.4,98.5,84.1,课堂发言积极，思维活跃。,优秀,优秀
3162,288,5,第一学期,87.7,96.7,,94.7,87.0,学习进步明显，继续努力。,良好,优秀
3163,288,6,第一学期,79.6,77.1,54.1,78.0,72.2,需要提高作业质量。,一般,一般
3164,288,7,第二学期,77.7,96.6,71.8,84.4,82.6,课堂表现良好，积极参与讨论。,良好,优秀
3165,288,8,第一学期,75.1,31.1,50.3,90.7,61.8,作业完成认真，值得表扬。,良好,一般
3166,288,9,第二学期,73.6,73.2,75.8,91.8,78.6,学习态度认真，成绩稳步提升。,优秀,优秀
3167,288,10,第二学期,75.0,58.4,97.5,88.5,79.8,课堂纪律良好，表现稳定。,较差,优秀
3168,288,13,第一学期,75.1,63.0,95.8,74.8,77.2,课堂纪律良好，表现稳定。,良好,优秀
3169,289,1,第一学期,98.3,93.8,52.6,79.5,81.0,学习进步明显，继续努力。,较差,良好
3170,289,2,第一学期,80.3,70.9,80.5,88.5,80.0,课堂发言积极，思维活跃。,良好,一般
3171,289,3,第一学期,99.8,68.2,75.3,71.8,78.8,学习进步明显，继续努力。,一般,良好
3172,289,4,第一学期,75.0,95.7,83.3,71.1,81.3,需要加强课堂参与度。,良好,良好
3173,289,5,第一学期,72.9,51.6,77.5,67.8,67.5,学习进步明显，继续努力。,良好,一般
3174,289,6,第二学期,96.4,58.7,69.0,63.5,71.9,课堂表现良好，积极参与讨论。,优秀,良好
3175,289,7,第一学期,94.9,98.9,,84.4,86.4,学习态度认真，成绩稳步提升。,良好,优秀
3176,289,8,第一学期,85.6,77.4,,65.5,77.0,需要加强课堂参与度。,一般,优秀
3177,289,9,第一学期,77.9,,86.8,90.9,87.6,学习态度认真，成绩稳步提升。,优秀,良好
3178,289,10,第二学期,87.1,42.7,62.3,93.6,71.4,学习进步明显，继续努力。,优秀,优秀
3179,289,13,第二学期,99.6,65.0,84.0,69.9,79.6,学习进步明显，继续努力。,良好,优秀
3180,290,1,第一学期,76.5,,94.2,92.6,78.9,,良好,良好
3181,290,2,第二学期,71.2,63.4,83.3,81.7,74.9,课堂表现良好，积极参与讨论。,良好,优秀
