grade_id,student_id,course_id,semester,academic_year,midterm_score,final_score,usual_score,total_score,grade_level,ranking,teacher_id
2571,257,9,第一学期,2024-2025,62.7,54.2,73.7,63.5,及格,,3
2572,257,1,第一学期,2024-2025,96.4,60.9,52.4,69.9,及格,369.0,3
2573,257,13,第二学期,2023-2024,72.1,51.3,84.0,69.1,及格,312.0,3
2574,257,6,第一学期,2023-2024,88.9,61.7,63.9,71.5,中等,87.0,3
2575,258,12,第二学期,2024-2025,78.5,47.6,86.6,70.9,中等,83.0,3
2576,258,7,第二学期,2023-2024,81.7,82.9,73.5,79.4,中等,375.0,3
2577,258,3,第一学期,2023-2024,89.9,97.0,62.8,83.2,良好,288.0,3
2578,258,8,第一学期,2023-2024,55.2,86.7,97.4,79.8,中等,25.0,3
2579,258,13,第二学期,2023-2024,55.6,49.0,69.1,57.9,,54.0,3
2580,258,4,第二学期,2023-2024,87.8,91.0,56.9,78.6,中等,320.0,3
2581,258,9,第一学期,2024-2025,64.0,93.9,56.5,71.5,中等,424.0,3
2582,258,2,第一学期,2024-2025,57.1,70.2,68.7,65.3,及格,272.0,3
2583,258,6,第二学期,2023-2024,49.4,86.2,99.7,78.4,中等,208.0,3
2584,258,5,第二学期,2023-2024,91.0,85.2,67.6,81.3,良好,486.0,3
2585,258,11,第一学期,2023-2024,92.9,59.8,91.9,81.5,良好,22.0,3
2586,258,10,第二学期,2023-2024,97.9,83.4,89.3,90.2,优秀,493.0,3
2587,259,10,第二学期,2023-2024,65.2,68.1,71.1,68.1,及格,179.0,3
2588,259,2,第一学期,2024-2025,47.5,,95.3,77.9,中等,359.0,3
2589,259,3,第二学期,2023-2024,87.0,66.7,65.0,72.9,中等,357.0,3
2590,259,6,第二学期,2024-2025,78.9,47.4,69.9,65.4,及格,302.0,3
2591,259,8,第二学期,2024-2025,82.6,,89.5,76.9,中等,500.0,3
2592,259,4,第二学期,2023-2024,94.7,70.7,59.3,74.9,中等,445.0,3
2593,259,11,第二学期,2023-2024,62.7,,52.9,65.7,及格,,3
2594,259,5,第二学期,2024-2025,70.1,95.1,61.1,75.4,中等,486.0,3
2595,259,13,第一学期,2024-2025,82.2,72.6,59.5,71.4,中等,281.0,3
2596,259,12,第一学期,2023-2024,53.6,70.1,51.5,58.4,不及格,246.0,3
2597,260,1,第一学期,2023-2024,92.5,56.0,65.5,71.3,中等,124.0,3
2598,260,7,第一学期,2024-2025,94.5,74.6,53.8,74.3,中等,332.0,3
2599,260,12,第二学期,2024-2025,58.9,74.7,59.1,64.2,及格,454.0,3
2600,260,5,第一学期,2024-2025,80.3,94.6,54.0,76.3,中等,500.0,3
2601,260,9,第二学期,2024-2025,,60.6,61.9,57.7,不及格,162.0,3
2602,260,13,第一学期,2023-2024,97.3,66.5,53.3,72.4,中等,,3
2603,260,8,第一学期,2024-2025,64.9,69.1,91.8,75.3,中等,446.0,3
2604,260,10,第一学期,2024-2025,72.0,49.6,90.6,70.7,中等,385.0,3
2605,260,2,第一学期,2023-2024,51.0,50.8,57.2,53.0,不及格,112.0,3
2606,260,3,第一学期,2023-2024,77.3,69.4,60.5,69.1,及格,488.0,3
2607,260,4,第一学期,2023-2024,86.9,75.6,73.1,78.5,,217.0,3
2608,261,11,第二学期,2024-2025,97.0,97.8,66.2,87.0,良好,369.0,3
2609,261,6,第一学期,2023-2024,45.1,75.1,96.3,72.2,中等,223.0,3
2610,261,7,第二学期,2024-2025,54.9,61.1,57.8,57.9,不及格,36.0,3
2611,261,9,第二学期,2024-2025,81.6,47.8,76.5,68.6,及格,132.0,3
2612,261,13,第一学期,2023-2024,52.3,73.0,55.8,60.4,及格,246.0,3
2613,261,12,第二学期,2024-2025,84.1,87.0,61.3,77.5,中等,209.0,3
2614,261,2,第一学期,2023-2024,54.4,94.7,93.7,80.9,良好,301.0,3
2615,261,3,第一学期,2024-2025,55.3,56.5,78.8,63.5,及格,82.0,3
2616,261,1,第二学期,2023-2024,90.7,74.4,94.2,86.4,良好,307.0,3
2617,261,4,第二学期,2024-2025,77.2,86.5,91.5,85.1,良好,420.0,3
2618,262,3,第二学期,2023-2024,66.6,60.9,63.6,63.7,及格,330.0,3
2619,262,13,第一学期,2024-2025,88.7,79.5,77.1,81.8,良好,235.0,3
2620,262,10,第二学期,2023-2024,78.2,87.3,94.4,86.6,良好,261.0,3
2621,262,5,第二学期,2023-2024,55.6,95.3,54.4,68.4,及格,62.0,3
2622,262,12,第二学期,2023-2024,83.8,72.5,74.3,76.9,,487.0,3
2623,262,6,第一学期,2024-2025,95.4,53.6,70.9,73.3,中等,359.0,3
2624,262,2,第二学期,2023-2024,,77.9,62.8,71.5,中等,457.0,3
2625,262,8,第一学期,2024-2025,72.3,68.8,77.1,72.7,中等,308.0,3
2626,262,9,第一学期,2024-2025,74.1,73.4,90.4,79.3,中等,458.0,3
2627,262,1,第二学期,2023-2024,88.3,88.0,51.4,75.9,中等,48.0,3
2628,263,6,第一学期,2023-2024,56.4,63.7,97.7,72.6,中等,483.0,3
2629,263,3,第一学期,2024-2025,89.2,72.5,74.6,78.8,中等,480.0,3
2630,263,2,第二学期,2023-2024,86.6,85.7,96.9,89.7,良好,402.0,3
2631,263,8,第一学期,2023-2024,65.6,58.7,92.7,72.3,中等,111.0,3
2632,263,5,第二学期,2024-2025,77.9,93.7,62.1,77.9,中等,160.0,3
2633,263,7,第一学期,2023-2024,70.3,60.0,70.3,66.9,及格,314.0,3
2634,263,12,第一学期,2023-2024,71.4,63.2,59.4,64.7,及格,433.0,3
2635,263,13,第二学期,2024-2025,67.2,95.1,96.7,86.3,良好,76.0,3
2636,264,7,第二学期,2024-2025,90.2,96.8,61.0,82.7,良好,264.0,3
2637,264,5,第一学期,2023-2024,47.3,47.8,82.3,59.1,不及格,199.0,3
2638,264,9,第一学期,2023-2024,46.0,97.8,76.3,73.4,中等,402.0,3
2639,264,11,第二学期,2023-2024,76.3,69.3,82.2,75.9,中等,356.0,3
2640,264,12,第二学期,2024-2025,95.6,72.4,56.2,74.7,,221.0,3
2641,264,8,第一学期,2024-2025,,50.0,86.5,72.2,中等,399.0,3
2642,264,10,第一学期,2024-2025,,85.8,87.4,86.7,良好,136.0,3
2643,264,3,第二学期,2023-2024,65.0,74.8,80.5,73.4,,319.0,3
2644,264,4,第一学期,2023-2024,62.2,66.3,60.0,62.8,及格,473.0,3
2645,264,2,第二学期,2024-2025,93.3,76.1,80.7,83.4,良好,,3
2646,265,13,第二学期,2023-2024,84.9,69.6,92.8,82.4,良好,,3
2647,265,6,第一学期,2023-2024,50.8,,83.2,73.5,中等,482.0,3
2648,265,2,第二学期,2024-2025,58.5,69.4,55.0,61.0,及格,70.0,3
2649,265,12,第二学期,2023-2024,77.7,49.0,81.1,69.3,及格,293.0,3
2650,265,9,第一学期,2023-2024,52.3,92.3,90.6,78.4,中等,329.0,3
2651,265,1,第二学期,2023-2024,56.9,45.0,53.2,51.7,不及格,167.0,3
2652,265,7,第二学期,2023-2024,62.4,67.3,92.2,74.0,中等,99.0,3
2653,265,10,第二学期,2024-2025,84.3,48.4,78.9,70.5,中等,292.0,3
2654,265,4,第一学期,2024-2025,84.1,69.2,78.2,77.2,中等,223.0,3
2655,266,2,第二学期,2023-2024,54.4,,93.5,80.4,良好,276.0,3
2656,266,6,第一学期,2023-2024,83.4,46.2,64.0,64.5,,367.0,3
2657,266,11,第一学期,2024-2025,66.3,89.4,72.5,76.1,中等,269.0,3
2658,266,5,第一学期,2024-2025,94.2,88.9,,88.3,良好,363.0,3
2659,266,8,第一学期,2023-2024,,55.6,56.1,62.0,及格,380.0,3
2660,266,4,第一学期,2024-2025,72.9,71.1,66.1,70.0,中等,,3
2661,266,1,第二学期,2023-2024,96.5,85.7,61.0,81.1,良好,69.0,3
2662,266,12,第一学期,2023-2024,75.0,74.5,65.5,71.7,中等,165.0,3
2663,266,3,第二学期,2023-2024,67.0,71.5,76.7,71.7,中等,489.0,3
2664,266,9,第二学期,2023-2024,78.9,75.3,75.5,76.6,中等,444.0,3
2665,266,13,第一学期,2024-2025,48.0,85.3,73.6,69.0,及格,46.0,3
2666,267,7,第二学期,2024-2025,,90.6,67.7,84.8,良好,88.0,3
2667,267,8,第二学期,2024-2025,51.9,46.0,99.1,65.7,及格,441.0,3
2668,267,13,第一学期,2024-2025,92.2,92.7,67.2,84.0,良好,281.0,3
2669,267,5,第二学期,2024-2025,81.7,79.8,56.8,72.8,中等,483.0,3
2670,267,1,第一学期,2024-2025,45.6,56.3,92.1,64.7,及格,15.0,3
2671,267,3,第一学期,2023-2024,74.6,75.9,79.5,76.7,中等,458.0,3
2672,267,2,第二学期,2023-2024,49.6,,62.5,64.7,及格,369.0,3
2673,267,10,第二学期,2023-2024,96.1,59.9,84.9,80.3,良好,173.0,3
2674,268,1,第一学期,2023-2024,71.6,86.2,63.2,73.7,中等,76.0,3
2675,268,3,第一学期,2024-2025,80.7,87.1,73.1,80.3,良好,342.0,3
2676,268,9,第二学期,2023-2024,84.2,79.2,82.6,82.0,良好,278.0,3
2677,268,12,第一学期,2023-2024,71.3,88.6,59.8,73.2,中等,155.0,3
2678,268,7,第一学期,2023-2024,62.9,92.4,86.7,80.7,良好,220.0,3
2679,268,10,第二学期,2023-2024,45.0,82.4,60.3,62.6,及格,488.0,3
2680,268,8,第一学期,2024-2025,62.2,94.0,97.9,84.7,,192.0,3
2681,268,11,第一学期,2024-2025,58.2,74.1,80.2,70.8,中等,453.0,3
2682,268,2,第一学期,2023-2024,54.3,80.1,53.4,62.6,及格,76.0,3
2683,268,13,第一学期,2023-2024,71.7,55.9,83.9,70.5,中等,,3
2684,268,5,第一学期,2023-2024,78.5,82.9,90.4,83.9,良好,496.0,3
2685,269,1,第一学期,2023-2024,60.2,87.0,71.8,73.0,中等,281.0,3
2686,269,10,第二学期,2023-2024,82.9,91.1,97.0,90.3,优秀,55.0,3
2687,269,6,第二学期,2023-2024,46.3,70.3,50.9,55.8,不及格,346.0,3
2688,269,4,第二学期,2023-2024,96.9,91.9,87.0,91.9,优秀,152.0,3
2689,269,7,第一学期,2024-2025,67.9,65.1,95.4,76.1,中等,177.0,3
2690,269,9,第二学期,2024-2025,59.2,46.8,52.0,52.7,,255.0,3
2691,269,11,第一学期,2023-2024,71.2,84.3,90.1,81.9,良好,174.0,3
2692,269,2,第一学期,2023-2024,93.0,46.5,94.6,78.0,中等,302.0,3
2693,270,5,第一学期,2023-2024,89.6,47.2,78.6,71.8,,21.0,3
2694,270,3,第二学期,2023-2024,54.4,75.6,56.5,62.2,及格,15.0,3
2695,270,12,第二学期,2024-2025,49.5,90.3,78.8,72.9,中等,,3
2696,270,6,第二学期,2024-2025,69.9,84.2,60.9,71.7,中等,331.0,3
2697,270,11,第二学期,2024-2025,70.3,,82.1,80.5,良好,24.0,3
2698,270,2,第一学期,2023-2024,69.0,96.1,83.0,82.7,良好,223.0,3
2699,270,10,第一学期,2024-2025,93.5,75.7,97.6,88.9,良好,183.0,3
2700,270,4,第二学期,2024-2025,82.7,85.8,55.5,74.7,中等,30.0,3
2701,270,1,第二学期,2023-2024,59.5,81.5,69.3,70.1,中等,175.0,3
2702,270,8,第二学期,2024-2025,97.2,67.8,82.2,82.4,良好,299.0,3
2703,271,9,第一学期,2023-2024,46.1,88.6,55.0,63.2,及格,136.0,3
2704,271,12,第一学期,2024-2025,65.9,82.2,87.9,78.7,中等,145.0,3
2705,271,4,第二学期,2023-2024,77.7,67.9,78.6,74.7,中等,485.0,3
2706,271,8,第一学期,2023-2024,94.3,96.4,59.5,83.4,良好,455.0,3
2707,271,13,第二学期,2023-2024,46.7,78.1,72.0,65.6,及格,444.0,3
2708,271,2,第一学期,2024-2025,79.0,74.7,80.0,77.9,中等,293.0,3
2709,271,5,第一学期,2023-2024,64.5,74.5,98.4,79.1,中等,414.0,3
2710,271,1,第二学期,2024-2025,60.8,47.7,66.1,58.2,不及格,11.0,3
2711,272,2,第一学期,2023-2024,55.1,58.5,58.5,57.4,不及格,,3
2712,272,10,第二学期,2023-2024,96.5,64.3,73.3,78.0,中等,341.0,3
2713,272,1,第一学期,2024-2025,,72.2,78.6,65.9,及格,352.0,3
2714,272,11,第二学期,2023-2024,47.1,68.2,89.0,68.1,及格,293.0,3
2715,272,9,第二学期,2023-2024,90.6,96.3,68.1,85.0,良好,215.0,3
2716,272,13,第二学期,2024-2025,87.0,85.2,96.7,89.6,良好,419.0,3
2717,272,12,第一学期,2023-2024,78.6,98.0,91.3,89.3,良好,17.0,3
2718,272,3,第二学期,2023-2024,91.6,87.3,94.0,91.0,优秀,370.0,3
2719,272,7,第二学期,2024-2025,58.6,86.4,57.9,67.6,及格,322.0,3
2720,272,4,第二学期,2024-2025,95.6,90.5,70.3,85.5,良好,237.0,3
2721,272,5,第一学期,2024-2025,64.9,85.2,,73.1,中等,222.0,3
2722,272,6,第一学期,2023-2024,73.8,74.0,90.8,79.5,中等,325.0,3
2723,273,10,第一学期,2024-2025,86.8,65.7,65.3,72.6,中等,128.0,3
2724,273,5,第二学期,2023-2024,68.6,,62.1,75.9,中等,123.0,3
2725,273,1,第一学期,2024-2025,45.8,47.5,57.7,50.3,不及格,398.0,3
2726,273,3,第一学期,2024-2025,46.0,89.3,73.2,69.5,及格,,3
2727,273,7,第一学期,2023-2024,89.8,68.0,98.8,85.5,良好,170.0,3
2728,273,13,第二学期,2023-2024,71.1,94.7,66.4,77.4,中等,365.0,3
2729,273,11,第一学期,2023-2024,49.5,87.9,58.5,65.3,及格,376.0,3
2730,273,12,第一学期,2024-2025,83.3,71.7,54.1,69.7,及格,474.0,3
2731,273,8,第二学期,2023-2024,84.0,72.7,72.8,76.5,,409.0,3
2732,273,9,第二学期,2024-2025,93.6,56.5,96.0,82.0,良好,165.0,3
2733,273,2,第一学期,2024-2025,50.5,55.8,,54.2,不及格,450.0,3
2734,274,7,第二学期,2024-2025,85.1,69.5,72.7,75.8,中等,79.0,3
2735,274,1,第二学期,2024-2025,88.3,53.1,99.1,80.2,良好,248.0,3
2736,274,2,第一学期,2024-2025,64.5,79.3,55.9,66.6,及格,261.0,3
2737,274,10,第二学期,2024-2025,73.0,77.2,84.2,78.1,中等,18.0,3
2738,274,11,第一学期,2024-2025,74.5,80.4,65.6,73.5,中等,359.0,3
2739,274,6,第二学期,2024-2025,,,66.0,76.5,中等,476.0,3
2740,274,9,第二学期,2023-2024,60.1,73.1,88.7,74.0,中等,104.0,3
2741,274,12,第二学期,2023-2024,80.5,54.3,76.2,70.3,中等,43.0,3
2742,274,3,第一学期,2023-2024,90.0,94.6,82.5,89.0,良好,218.0,3
2743,274,4,第二学期,2024-2025,67.9,55.3,78.6,67.3,及格,496.0,3
2744,275,2,第一学期,2024-2025,58.1,71.5,,72.9,中等,234.0,3
2745,275,3,第一学期,2024-2025,51.5,,91.3,68.8,及格,476.0,3
2746,275,13,第一学期,2024-2025,88.3,46.5,73.9,69.6,及格,299.0,3
2747,275,6,第一学期,2023-2024,55.2,52.8,82.4,63.5,及格,485.0,3
2748,275,7,第二学期,2024-2025,61.1,81.7,98.0,80.3,良好,74.0,3
2749,275,5,第一学期,2023-2024,61.6,,84.7,68.6,及格,156.0,3
2750,275,8,第二学期,2023-2024,61.8,47.8,69.1,59.6,不及格,29.0,3
2751,275,10,第二学期,2024-2025,51.6,74.0,59.2,61.6,及格,110.0,3
2752,275,12,第二学期,2023-2024,46.7,68.7,61.0,58.8,不及格,66.0,3
2753,276,1,第二学期,2023-2024,51.0,96.0,61.3,69.4,及格,113.0,3
2754,276,12,第二学期,2024-2025,81.5,73.1,92.7,82.4,良好,120.0,3
2755,276,4,第一学期,2024-2025,83.2,90.5,96.6,90.1,优秀,461.0,3
2756,276,2,第二学期,2024-2025,87.3,86.2,67.3,80.3,良好,206.0,3
2757,276,8,第一学期,2023-2024,74.7,66.8,89.6,77.0,中等,359.0,3
2758,276,13,第一学期,2024-2025,50.1,89.9,72.0,70.7,,410.0,3
2759,276,9,第一学期,2024-2025,86.0,97.4,94.5,92.6,优秀,334.0,3
2760,276,7,第二学期,2023-2024,60.1,58.3,62.3,60.2,及格,174.0,3
2761,276,3,第二学期,2023-2024,55.0,64.6,96.7,72.1,中等,327.0,3
2762,277,11,第二学期,2024-2025,65.3,,50.4,71.2,中等,309.0,3
2763,277,10,第二学期,2023-2024,75.5,73.2,54.1,67.6,及格,345.0,3
2764,277,12,第一学期,2023-2024,97.0,94.9,72.3,88.1,良好,244.0,3
2765,277,7,第一学期,2023-2024,55.2,96.6,63.8,71.9,中等,276.0,3
2766,277,5,第一学期,2024-2025,70.7,90.3,75.3,78.8,中等,363.0,3
2767,277,8,第二学期,2024-2025,71.6,97.2,69.8,79.5,中等,,3
2768,277,4,第一学期,2024-2025,93.7,73.4,89.1,85.4,良好,64.0,3
2769,277,1,第二学期,2023-2024,58.7,66.2,97.9,74.3,中等,194.0,3
2770,277,9,第二学期,2023-2024,91.4,62.3,92.4,82.0,良好,305.0,3
2771,278,8,第二学期,2023-2024,93.0,77.9,,89.7,良好,,3
2772,278,1,第二学期,2023-2024,78.6,53.3,71.0,67.6,及格,256.0,3
2773,278,4,第一学期,2023-2024,68.6,,99.6,82.3,良好,303.0,3
2774,278,11,第一学期,2024-2025,62.1,50.2,91.5,67.9,及格,253.0,3
2775,278,6,第二学期,2024-2025,49.1,78.1,71.2,66.1,及格,56.0,3
2776,278,12,第二学期,2023-2024,58.2,91.6,,69.9,及格,148.0,3
2777,278,7,第一学期,2024-2025,54.2,46.0,91.8,64.0,及格,243.0,3
2778,278,9,第二学期,2023-2024,80.5,77.2,79.1,78.9,中等,,3
2779,279,9,第二学期,2023-2024,83.1,57.1,82.0,74.1,中等,456.0,3
2780,279,6,第一学期,2024-2025,70.4,,96.0,77.3,中等,161.0,3
2781,279,12,第二学期,2024-2025,94.1,62.8,93.4,83.4,良好,185.0,3
2782,279,2,第一学期,2024-2025,51.2,78.4,63.1,64.2,及格,438.0,3
2783,279,3,第二学期,2023-2024,47.9,79.7,81.6,69.7,及格,247.0,3
2784,279,10,第一学期,2024-2025,73.2,87.2,88.2,82.9,良好,390.0,3
2785,279,4,第一学期,2023-2024,68.3,82.3,53.8,68.1,及格,,3
2786,279,7,第二学期,2024-2025,84.5,55.1,50.4,63.3,及格,440.0,3
2787,279,13,第二学期,2024-2025,47.6,52.6,80.9,60.4,及格,447.0,3
2788,280,3,第一学期,2024-2025,83.2,76.6,52.3,70.7,中等,222.0,3
2789,280,9,第二学期,2024-2025,62.9,82.7,73.9,73.2,中等,271.0,3
2790,280,12,第二学期,2024-2025,84.7,58.1,76.6,73.1,中等,334.0,3
2791,280,5,第二学期,2024-2025,47.9,45.2,93.8,62.3,及格,279.0,3
2792,280,1,第二学期,2023-2024,58.2,50.5,68.4,59.0,不及格,479.0,3
2793,280,8,第一学期,2024-2025,78.6,78.9,68.0,75.2,中等,81.0,3
2794,280,4,第二学期,2024-2025,63.5,77.6,89.1,76.7,中等,232.0,3
2795,280,7,第二学期,2024-2025,82.7,91.8,51.8,75.4,中等,97.0,3
2796,280,13,第二学期,2024-2025,56.2,97.9,67.9,74.0,中等,226.0,3
2797,280,2,第一学期,2023-2024,45.7,90.0,61.1,65.6,及格,245.0,3
2798,280,11,第二学期,2023-2024,61.3,64.8,64.2,63.4,及格,368.0,3
2799,281,3,第二学期,2024-2025,61.4,47.3,51.3,53.3,不及格,228.0,3
2800,281,1,第二学期,2023-2024,89.6,,67.7,75.3,中等,449.0,3
2801,281,13,第二学期,2023-2024,89.9,53.5,70.5,71.3,中等,95.0,3
2802,281,11,第一学期,2023-2024,46.4,87.0,58.0,63.8,及格,77.0,3
2803,281,10,第二学期,2023-2024,88.2,56.3,94.9,79.8,中等,221.0,3
2804,281,8,第一学期,2023-2024,75.2,52.9,59.9,62.7,及格,496.0,3
2805,281,12,第一学期,2023-2024,45.4,90.7,56.3,64.1,及格,274.0,3
2806,281,7,第二学期,2023-2024,57.5,90.0,66.7,71.4,中等,197.0,3
2807,281,6,第二学期,2023-2024,65.7,86.8,65.5,72.7,中等,287.0,3
2808,282,7,第一学期,2023-2024,72.9,50.3,74.9,66.0,及格,424.0,3
2809,282,10,第二学期,2024-2025,74.3,68.8,54.1,65.7,及格,74.0,3
2810,282,4,第二学期,2023-2024,77.8,93.5,95.4,88.9,良好,358.0,3
2811,282,2,第一学期,2024-2025,97.5,94.8,52.6,81.6,良好,16.0,3
2812,282,8,第二学期,2023-2024,84.4,93.3,84.5,87.4,良好,,3
2813,282,3,第二学期,2023-2024,75.2,72.1,,66.4,,122.0,3
2814,282,5,第一学期,2024-2025,57.6,55.6,97.5,70.2,中等,101.0,3
2815,282,9,第一学期,2024-2025,73.7,46.8,74.1,64.9,及格,346.0,3
2816,282,11,第二学期,2023-2024,78.5,92.9,72.0,81.1,良好,32.0,3
2817,282,13,第一学期,2023-2024,62.4,56.3,81.5,66.7,及格,361.0,3
2818,283,6,第一学期,2024-2025,67.7,69.1,,71.9,中等,291.0,3
2819,283,5,第二学期,2023-2024,94.4,94.6,77.7,88.9,良好,271.0,3
2820,283,4,第二学期,2023-2024,56.2,60.9,66.4,61.2,及格,376.0,3
2821,283,10,第二学期,2023-2024,56.2,85.4,58.5,66.7,及格,95.0,3
2822,283,1,第二学期,2023-2024,93.3,89.4,53.4,78.7,中等,465.0,3
2823,283,12,第二学期,2023-2024,97.7,65.0,93.2,85.3,良好,109.0,3
2824,283,3,第一学期,2024-2025,71.1,,72.1,79.9,中等,400.0,3
2825,283,8,第一学期,2024-2025,63.2,49.1,52.7,55.0,不及格,113.0,3
2826,284,10,第一学期,2024-2025,79.2,75.0,76.7,77.0,中等,362.0,3
2827,284,1,第二学期,2023-2024,87.3,53.3,90.1,76.9,中等,349.0,3
2828,284,8,第二学期,2023-2024,86.0,61.9,82.0,76.6,中等,474.0,3
2829,284,6,第一学期,2023-2024,87.0,,84.2,84.0,良好,180.0,3
2830,284,7,第二学期,2023-2024,88.9,46.7,67.8,67.8,及格,429.0,3
2831,284,13,第二学期,2023-2024,47.4,48.5,65.0,53.6,不及格,303.0,3
2832,284,9,第一学期,2023-2024,95.4,75.8,54.0,75.1,中等,242.0,3
2833,284,5,第一学期,2023-2024,56.4,68.9,94.5,73.3,中等,139.0,3
2834,284,11,第一学期,2023-2024,52.0,78.9,54.1,61.7,及格,,3
2835,285,12,第一学期,2024-2025,51.0,78.0,78.3,69.1,及格,29.0,3
2836,285,4,第一学期,2024-2025,52.9,80.0,65.8,66.2,及格,160.0,3
2837,285,6,第一学期,2024-2025,88.6,67.4,53.6,69.9,,,3
2838,285,11,第一学期,2024-2025,61.8,48.7,75.6,62.0,及格,128.0,3
2839,285,1,第一学期,2023-2024,84.6,89.1,77.1,83.6,良好,472.0,3
2840,285,10,第二学期,2023-2024,57.9,70.7,58.6,62.4,,177.0,3
2841,285,9,第二学期,2024-2025,89.2,60.8,72.5,74.2,中等,218.0,3
2842,285,3,第二学期,2023-2024,45.7,62.1,95.4,67.7,及格,,3
2843,285,2,第二学期,2023-2024,56.2,81.3,55.6,64.4,及格,289.0,3
2844,285,5,第二学期,2023-2024,59.9,86.2,92.7,79.6,中等,390.0,3
2845,286,6,第二学期,2023-2024,87.5,78.1,94.9,86.8,良好,33.0,3
2846,286,5,第二学期,2023-2024,81.0,64.0,,80.4,良好,147.0,3
2847,286,4,第二学期,2023-2024,68.8,93.6,75.0,79.1,中等,418.0,3
2848,286,13,第二学期,2023-2024,76.5,85.6,90.7,84.3,良好,,3
2849,286,10,第二学期,2024-2025,81.6,45.3,57.1,61.3,及格,,3
2850,286,2,第一学期,2024-2025,61.3,49.8,78.7,63.3,及格,450.0,3
2851,286,7,第一学期,2023-2024,66.4,61.3,80.5,69.4,及格,155.0,3
2852,286,12,第一学期,2023-2024,69.4,65.4,82.2,72.3,中等,241.0,3
2853,286,11,第一学期,2023-2024,63.7,95.8,65.8,75.1,中等,105.0,3
2854,287,8,第二学期,2023-2024,83.3,90.2,95.3,89.6,良好,455.0,3
2855,287,2,第二学期,2023-2024,93.1,81.5,69.2,81.3,良好,16.0,3
2856,287,12,第二学期,2023-2024,94.1,58.7,70.1,74.3,,70.0,3
2857,287,10,第二学期,2023-2024,59.3,50.6,80.0,63.3,及格,494.0,3
2858,287,4,第一学期,2023-2024,63.7,90.1,90.9,81.6,良好,66.0,3
2859,287,7,第二学期,2024-2025,82.4,82.2,93.1,85.9,良好,113.0,3
2860,287,13,第一学期,2024-2025,53.8,69.5,69.7,64.3,及格,95.0,3
2861,287,1,第一学期,2024-2025,50.1,51.0,67.8,56.3,不及格,102.0,3
2862,287,6,第二学期,2024-2025,74.0,90.8,52.7,72.5,中等,226.0,3
2863,287,9,第二学期,2023-2024,65.7,85.3,91.7,80.9,良好,426.0,3
2864,288,5,第二学期,2023-2024,80.9,80.9,52.0,71.3,中等,118.0,3
2865,288,7,第一学期,2024-2025,76.6,86.1,84.4,82.4,良好,41.0,3
2866,288,2,第一学期,2024-2025,,65.7,61.2,73.5,中等,231.0,3
2867,288,8,第二学期,2024-2025,47.0,76.0,75.9,66.3,及格,117.0,3
2868,288,6,第二学期,2024-2025,96.2,88.2,86.0,90.1,优秀,422.0,3
2869,288,9,第一学期,2024-2025,83.2,95.2,52.6,77.0,中等,41.0,3
2870,288,1,第一学期,2023-2024,66.0,67.1,55.9,63.0,及格,392.0,3
2871,288,13,第二学期,2024-2025,,68.6,98.6,85.2,良好,419.0,3
2872,289,7,第二学期,2024-2025,59.2,46.6,58.2,54.7,不及格,311.0,3
2873,289,12,第一学期,2024-2025,53.9,73.5,97.1,74.8,中等,243.0,3
2874,289,5,第一学期,2024-2025,47.8,76.4,68.3,64.2,及格,419.0,3
2875,289,4,第二学期,2024-2025,88.7,89.4,81.9,86.7,,,3
2876,289,6,第二学期,2023-2024,,91.8,92.0,89.3,良好,137.0,3
2877,289,1,第二学期,2024-2025,,77.6,63.8,72.2,中等,173.0,3
2878,289,13,第一学期,2023-2024,57.4,73.1,64.7,65.1,及格,107.0,3
2879,289,8,第一学期,2023-2024,87.8,74.2,80.5,80.8,良好,391.0,3
2880,290,1,第一学期,2023-2024,69.1,83.8,50.3,67.7,及格,95.0,3
2881,290,12,第一学期,2023-2024,81.7,80.6,55.4,72.6,中等,267.0,3
2882,290,8,第二学期,2024-2025,88.0,96.6,65.2,83.3,良好,55.0,3
2883,290,9,第二学期,2024-2025,73.0,47.4,65.9,62.1,及格,309.0,3
2884,290,7,第二学期,2024-2025,70.8,46.7,99.1,72.2,中等,253.0,3
2885,290,13,第一学期,2024-2025,83.6,71.4,75.6,76.9,中等,367.0,3
2886,290,3,第一学期,2024-2025,68.7,93.3,54.3,72.1,中等,21.0,3
2887,290,2,第二学期,2023-2024,90.0,,87.5,79.3,中等,469.0,3
2888,290,10,第一学期,2024-2025,51.5,,99.2,78.0,中等,362.0,3
2889,290,4,第二学期,2024-2025,51.8,79.4,71.5,67.6,及格,187.0,3
2890,291,4,第一学期,2023-2024,53.4,58.4,94.8,68.9,及格,128.0,3
2891,291,3,第一学期,2023-2024,92.8,89.5,84.7,89.0,良好,416.0,3
2892,291,1,第二学期,2024-2025,88.4,62.7,82.0,77.7,中等,449.0,3
2893,291,2,第一学期,2023-2024,88.5,85.3,67.3,80.4,,155.0,3
2894,291,7,第一学期,2023-2024,87.5,47.3,66.5,67.1,及格,416.0,3
2895,291,12,第一学期,2024-2025,57.5,64.5,88.5,70.2,中等,12.0,3
2896,291,5,第一学期,2023-2024,64.2,71.3,73.6,69.7,及格,265.0,3
2897,291,6,第二学期,2023-2024,85.1,95.7,,91.7,优秀,263.0,3
2898,291,11,第一学期,2023-2024,,97.1,97.7,96.3,优秀,188.0,3
